pathway	pval	padj	foldEnrichment	overlap	size	overlapGenes
ZHANG_BREAST_CANCER_PROGENITORS_UP	0.132225051919271	0.631843042433608	1.74225329731448	6	434	Cd38 Cldn12 Ddr1 Dsg2 Mllt3 Neo1
CHEN_PDGF_TARGETS	0.133641621924806	0.631843042433608	7.00127713920817	1	18	Myo1e
HE_PTEN_TARGETS_UP	0.133641621924806	0.631843042433608	7.00127713920817	1	18	Maf
SARTIPY_BLUNTED_BY_INSULIN_RESISTANCE_DN	0.133641621924806	0.631843042433608	7.00127713920817	1	18	Nupr1
TERAMOTO_OPN_TARGETS_CLUSTER_7	0.133641621924806	0.631843042433608	7.00127713920817	1	18	S100a6
BIOCARTA_41BB_PATHWAY	0.133641621924806	0.631843042433608	7.00127713920817	1	18	Jun
BIOCARTA_CARDIACEGF_PATHWAY	0.133641621924806	0.631843042433608	7.00127713920817	1	18	Jun
BIOCARTA_MPR_PATHWAY	0.133641621924806	0.631843042433608	7.00127713920817	1	18	Pgr
REACTOME_ACYL_CHAIN_REMODELLING_OF_PG	0.133641621924806	0.631843042433608	7.00127713920817	1	18	Pla2g4a
REACTOME_EPHA_MEDIATED_GROWTH_CONE_COLLAPSE	0.133641621924806	0.631843042433608	7.00127713920817	1	18	Efna1
REACTOME_PURINE_CATABOLISM	0.133641621924806	0.631843042433608	7.00127713920817	1	18	Gda
WP_GPCRS_SMALL_LIGAND	0.133641621924806	0.631843042433608	7.00127713920817	1	18	Ptger4
MCBRYAN_PUBERTAL_BREAST_6_7WK_DN	0.13545163366226	0.63822973149336	3.11167872853697	2	81	Bcl6 Sfrp1
WP_PPAR_SIGNALING_PATHWAY	0.13545163366226	0.63822973149336	3.11167872853697	2	81	Acsl4 Lpl
BILANGES_SERUM_SENSITIVE_GENES	0.138149268734143	0.641946235966231	3.07373142696944	2	82	Jun Lpar6
QUINTENS_EMBRYONIC_BRAIN_RESPONSE_TO_IR	0.138149268734143	0.641946235966231	3.07373142696944	2	82	Btg2 Tbc1d8
DARWICHE_PAPILLOMA_RISK_HIGH_UP	0.140110630163128	0.641946235966231	2.31944150624074	3	163	Cxcl16 Ly6e Mt1
DARWICHE_SQUAMOUS_CELL_CARCINOMA_UP	0.140110630163128	0.641946235966231	2.31944150624074	3	163	Cxcl16 Ly6e Mt1
HEVNER_TELENCEPHALON_CHOROID_PLEXUS_EPITHELIAL_CELLS	0.140521875589118	0.641946235966231	6.63278886872353	1	19	Ocln
MARSON_FOXP3_CORE_DIRECT_TARGETS	0.140521875589118	0.641946235966231	6.63278886872353	1	19	S100a6
RASHI_NFKB1_TARGETS	0.140521875589118	0.641946235966231	6.63278886872353	1	19	Btg2
TORCHIA_TARGETS_OF_EWSR1_FLI1_FUSION_TOP20_DN	0.140521875589118	0.641946235966231	6.63278886872353	1	19	Tgm2
TUOMISTO_TUMOR_SUPPRESSION_BY_COL13A1_DN	0.140521875589118	0.641946235966231	6.63278886872353	1	19	Plscr2
VERNOCHET_ADIPOGENESIS	0.140521875589118	0.641946235966231	6.63278886872353	1	19	Sult1a1
BIOCARTA_ARENRF2_PATHWAY	0.140521875589118	0.641946235966231	6.63278886872353	1	19	Jun
BIOCARTA_ATM_PATHWAY	0.140521875589118	0.641946235966231	6.63278886872353	1	19	Jun
BIOCARTA_IL12_PATHWAY	0.140521875589118	0.641946235966231	6.63278886872353	1	19	Jun
REACTOME_CASPASE_ACTIVATION_VIA_EXTRINSIC_APOPTOTIC_SIGNALLING_PATHWAY	0.140521875589118	0.641946235966231	6.63278886872353	1	19	Tnfsf10
REACTOME_GABA_SYNTHESIS_RELEASE_REUPTAKE_AND_DEGRADATION	0.140521875589118	0.641946235966231	6.63278886872353	1	19	Abat
REACTOME_NA_CL_DEPENDENT_NEUROTRANSMITTER_TRANSPORTERS	0.140521875589118	0.641946235966231	6.63278886872353	1	19	Slc6a15
REACTOME_SIGNAL_TRANSDUCTION_BY_L1	0.140521875589118	0.641946235966231	6.63278886872353	1	19	Itgb3
WP_STATIN_PATHWAY	0.140521875589118	0.641946235966231	6.63278886872353	1	19	Lpl
BOYLAN_MULTIPLE_MYELOMA_D_DN	0.140858706453022	0.641946235966231	3.03669851821077	2	83	Ppp1r16b S100a6
YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_9	0.140858706453022	0.641946235966231	3.03669851821077	2	83	Cavin2 Pla2g4a
REACTOME_RAC2_GTPASE_CYCLE	0.146311578395819	0.663900949750229	2.96524678837052	2	85	Dsg2 Nckap1
YAO_HOXA10_TARGETS_VIA_PROGESTERONE_DN	0.147347800717946	0.663900949750229	6.30114942528736	1	20	Dsg2
BIOCARTA_EDG1_PATHWAY	0.147347800717946	0.663900949750229	6.30114942528736	1	20	Itgb3
BIOCARTA_EPO_PATHWAY	0.147347800717946	0.663900949750229	6.30114942528736	1	20	Jun
REACTOME_RECEPTOR_TYPE_TYROSINE_PROTEIN_PHOSPHATASES	0.147347800717946	0.663900949750229	6.30114942528736	1	20	Il1rapl2
WP_BLOOD_CLOTTING_CASCADE	0.147347800717946	0.663900949750229	6.30114942528736	1	20	Vwf
WP_OXYLIPINS_PATHWAYS	0.147347800717946	0.663900949750229	6.30114942528736	1	20	Hpgds
CHYLA_CBFA2T3_TARGETS_DN	0.148276876011587	0.667006011832057	1.96144729191824	4	257	Ampd3 Fhdc1 Mmp14 Zg16
DELASERNA_MYOD_TARGETS_UP	0.149054318888123	0.668340333079003	2.93076717455226	2	86	Bcl6 Gadd45g
REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT	0.149054318888123	0.668340333079003	2.93076717455226	2	86	Abca4 Abcb1a
LIAN_LIPA_TARGETS_6M	0.151807474457947	0.675793549353413	2.89708019553442	2	87	Clca3a1 Sema7a
REACTOME_POST_TRANSLATIONAL_MODIFICATION_SYNTHESIS_OF_GPI_ANCHORED_PROTEINS	0.151807474457947	0.675793549353413	2.89708019553442	2	87	Art4 Ly6e
REACTOME_FATTY_ACID_METABOLISM	0.153083253736314	0.675793549353413	2.22393509127789	3	170	Acsl4 Hpgds Pla2g4a
BILANGES_SERUM_SENSITIVE_VIA_TSC1	0.154119823845347	0.675793549353413	6.00109469074986	1	21	Egr1
OUYANG_PROSTATE_CANCER_MARKERS	0.154119823845347	0.675793549353413	6.00109469074986	1	21	Clu
OUYANG_PROSTATE_CANCER_PROGRESSION_UP	0.154119823845347	0.675793549353413	6.00109469074986	1	21	Jun
RAMPON_ENRICHED_LEARNING_ENVIRONMENT_LATE_UP	0.154119823845347	0.675793549353413	6.00109469074986	1	21	Vldlr
STEGER_ADIPOGENESIS_UP	0.154119823845347	0.675793549353413	6.00109469074986	1	21	Stom
TUOMISTO_TUMOR_SUPPRESSION_BY_COL13A1_UP	0.154119823845347	0.675793549353413	6.00109469074986	1	21	Casp12
BIOCARTA_AKT_PATHWAY	0.154119823845347	0.675793549353413	6.00109469074986	1	21	Ghr
BIOCARTA_EIF4_PATHWAY	0.154119823845347	0.675793549353413	6.00109469074986	1	21	Ghr
BIOCARTA_NGF_PATHWAY	0.154119823845347	0.675793549353413	6.00109469074986	1	21	Jun
REACTOME_CYTOSOLIC_SULFONATION_OF_SMALL_MOLECULES	0.154119823845347	0.675793549353413	6.00109469074986	1	21	Sult1a1
REACTOME_SIGNALING_BY_TGFBR3	0.154119823845347	0.675793549353413	6.00109469074986	1	21	Mmp14
DURAND_STROMA_NS_UP	0.154966972414589	0.677371357409679	2.21092962290784	3	171	Ampd3 Jam2 Lpar6
LIN_NPAS4_TARGETS_UP	0.154966972414589	0.677371357409679	2.21092962290784	3	171	Dhx40 Lpl Mllt3
BOCHKIS_FOXA2_TARGETS	0.156723549272134	0.680564175843515	1.65456877688071	6	457	Aldh1a1 Cd9 Efna1 Gstm2 Pros1 Tc2n
REACTOME_ION_CHANNEL_TRANSPORT	0.15685800325131	0.680564175843515	2.19807538091419	3	172	Stom Trpc1 Trpc6
WP_PURINE_METABOLISM	0.15685800325131	0.680564175843515	2.19807538091419	3	172	Ampd3 Gda Nt5c3
RAO_BOUND_BY_SALL4_ISOFORM_B	0.157454429848477	0.680564175843515	1.57810540168199	7	559	Abca4 Aspa Cd38 Id2 Mllt3 Pclo Sfrp1
DARWICHE_PAPILLOMA_RISK_LOW_DN	0.158756243332485	0.680564175843515	2.18536974287423	3	173	Cxcl16 Mef2c Mt1
XIE_TRASTUZUMAB_CARDIOTOXICITY_MMU_MIR_669C_3P_GENES	0.158756243332485	0.680564175843515	2.18536974287423	3	173	Cytip Mef2c Trpc6
COATES_MACROPHAGE_M1_VS_M2_UP	0.160126103433229	0.680564175843515	2.80051085568327	2	90	Gda Maf
REACTOME_FORMATION_OF_THE_CORNIFIED_ENVELOPE	0.160126103433229	0.680564175843515	2.80051085568327	2	90	Dsg2 Perp
CAIRO_PML_TARGETS_BOUND_BY_MYC_UP	0.160838368175967	0.680564175843515	5.72831765935214	1	22	Id2
GAVIN_PDE3B_TARGETS	0.160838368175967	0.680564175843515	5.72831765935214	1	22	Tnfsf10
WENG_POR_TARGETS_GLOBAL_UP	0.160838368175967	0.680564175843515	5.72831765935214	1	22	Gstm2
BIOCARTA_IGF1_PATHWAY	0.160838368175967	0.680564175843515	5.72831765935214	1	22	Jun
BIOCARTA_IL6_PATHWAY	0.160838368175967	0.680564175843515	5.72831765935214	1	22	Jun
REACTOME_ACYL_CHAIN_REMODELLING_OF_PS	0.160838368175967	0.680564175843515	5.72831765935214	1	22	Pla2g4a
REACTOME_INTERLEUKIN_6_FAMILY_SIGNALING	0.160838368175967	0.680564175843515	5.72831765935214	1	22	Osmr
REACTOME_NICOTINATE_METABOLISM	0.160838368175967	0.680564175843515	5.72831765935214	1	22	Cd38
REACTOME_SYNTHESIS_OF_VERY_LONG_CHAIN_FATTY_ACYL_COAS	0.160838368175967	0.680564175843515	5.72831765935214	1	22	Acsl4
WP_FATTY_ACID_BIOSYNTHESIS	0.160838368175967	0.680564175843515	5.72831765935214	1	22	Acsl4
WP_FOLIC_ACID_NETWORK	0.160838368175967	0.680564175843515	5.72831765935214	1	22	Gpx3
WP_GPCRS_CLASS_B_SECRETINLIKE	0.160838368175967	0.680564175843515	5.72831765935214	1	22	Adgrg2
WP_SELENIUM_MICRONUTRIENT_NETWORK	0.160838368175967	0.680564175843515	5.72831765935214	1	22	Gpx3
WP_GPCRS_NONODORANT	0.161667989493411	0.683034970808027	1.89508253392101	4	266	Adgrg2 Cysltr2 Lpar6 Ptger4
REACTOME_RAC3_GTPASE_CYCLE	0.162917613936898	0.687270055758081	2.76973601111532	2	91	Dsg2 Nckap1
RAY_TUMORIGENESIS_BY_ERBB2_CDC25A_DN	0.163182702489847	0.687345322608751	1.88798484652805	4	267	Alcam Mllt3 Rorc Sult1a1
REACTOME_ANTIMICROBIAL_PEPTIDES	0.165717909475378	0.696054877486203	2.73963018490755	2	92	Clu Prtn3
MARCINIAK_ER_STRESS_RESPONSE_VIA_CHOP	0.167503853610888	0.696054877486203	5.47926036981509	1	23	Ampd3
ONO_FOXP3_TARGETS_UP	0.167503853610888	0.696054877486203	5.47926036981509	1	23	Jun
TERAO_AOX4_TARGETS_SKIN_DN	0.167503853610888	0.696054877486203	5.47926036981509	1	23	Casp12
BIOCARTA_GLEEVEC_PATHWAY	0.167503853610888	0.696054877486203	5.47926036981509	1	23	Jun
BIOCARTA_IL2_PATHWAY	0.167503853610888	0.696054877486203	5.47926036981509	1	23	Jun
BIOCARTA_INSULIN_PATHWAY	0.167503853610888	0.696054877486203	5.47926036981509	1	23	Jun
BIOCARTA_INTRINSIC_PATHWAY	0.167503853610888	0.696054877486203	5.47926036981509	1	23	Pros1
WP_TRIACYLGLYCERIDE_SYNTHESIS	0.167503853610888	0.696054877486203	5.47926036981509	1	23	Lpl
SCHAEFFER_PROSTATE_DEVELOPMENT_6HR_DN	0.167960474098179	0.696910623870055	1.61913903861774	6	467	Aldh1a1 Arhgap29 Dhrs3 Gadd45g Id2 Mllt3
MARTORIATI_MDM4_TARGETS_NEUROEPITHELIUM_UP	0.168351990394803	0.697494088371913	2.12398295234405	3	178	Mt1 Perp Pros1
HALLMARK_PROTEIN_SECRETION	0.171343609620904	0.707778952074462	2.68134018097334	2	94	Cd63 Lamp2
GAVIN_FOXP3_TARGETS_CLUSTER_P6	0.171343609620904	0.707778952074462	2.68134018097334	2	94	Abcb1a Cysltr2
NABA_CORE_MATRISOME	0.172378301475604	0.707877423524085	1.84649067407688	4	273	Matn4 Mmrn1 Sbspon Vwf
ONO_AML1_TARGETS_UP	0.174116696773258	0.707877423524085	5.25095785440613	1	24	Jun
RUAN_RESPONSE_TO_TROGLITAZONE_UP	0.174116696773258	0.707877423524085	5.25095785440613	1	24	Dhrs3
WANG_LSD1_TARGETS_UP	0.174116696773258	0.707877423524085	5.25095785440613	1	24	Gadd45g
WELCH_GATA1_TARGETS	0.174116696773258	0.707877423524085	5.25095785440613	1	24	Stom
WENG_POR_DOSAGE	0.174116696773258	0.707877423524085	5.25095785440613	1	24	Gstm2
BIOCARTA_STRESS_PATHWAY	0.174116696773258	0.707877423524085	5.25095785440613	1	24	Jun
BIOCARTA_TOLL_PATHWAY	0.174116696773258	0.707877423524085	5.25095785440613	1	24	Jun
REACTOME_MYOGENESIS	0.174116696773258	0.707877423524085	5.25095785440613	1	24	Mef2c
REACTOME_NUCLEOTIDE_SALVAGE	0.174116696773258	0.707877423524085	5.25095785440613	1	24	Ampd3
WP_NAKATPASESRC_SIGNALING	0.174168402046933	0.707877423524085	2.65311554748941	2	95	Jun Kdr
GOBERT_OLIGODENDROCYTE_DIFFERENTIATION_UP	0.174820214737424	0.709489338642392	1.53152937420179	7	576	Abcb1b Cd38 Cpne8 Cyp26b1 Itgb3 Mef2c Tmem47
SERVITJA_LIVER_HNF1A_TARGETS_DN	0.178112621869125	0.71857356891814	2.06595063124176	3	183	Egr1 Ly6e Pla2g4a
BRUINS_UVC_RESPONSE_VIA_TP53_GROUP_C	0.179840373155358	0.71857356891814	2.59841213413912	2	97	Dhx40 Gem
HEVNER_CORTEX_INTERNEURON_PRECURSOR_CELLS	0.180677311033734	0.71857356891814	5.04091954022989	1	25	Abat
LA_MEN1_TARGETS	0.180677311033734	0.71857356891814	5.04091954022989	1	25	Nupr1
MAEKAWA_ATF2_TARGETS	0.180677311033734	0.71857356891814	5.04091954022989	1	25	Lrrn1
WENG_POR_TARGETS_GLOBAL_DN	0.180677311033734	0.71857356891814	5.04091954022989	1	25	Egr1
BIOCARTA_AT1R_PATHWAY	0.180677311033734	0.71857356891814	5.04091954022989	1	25	Jun
BIOCARTA_PYK2_PATHWAY	0.180677311033734	0.71857356891814	5.04091954022989	1	25	Jun
BIOCARTA_TFF_PATHWAY	0.180677311033734	0.71857356891814	5.04091954022989	1	25	Ghr
BIOCARTA_TPO_PATHWAY	0.180677311033734	0.71857356891814	5.04091954022989	1	25	Jun
REACTOME_ADP_SIGNALLING_THROUGH_P2Y_PURINOCEPTOR_1	0.180677311033734	0.71857356891814	5.04091954022989	1	25	Pla2g4a
REACTOME_EFFECTS_OF_PIP2_HYDROLYSIS	0.180677311033734	0.71857356891814	5.04091954022989	1	25	Trpc6
REACTOME_SMAD2_SMAD3_SMAD4_HETEROTRIMER_REGULATES_TRANSCRIPTION	0.180677311033734	0.71857356891814	5.04091954022989	1	25	Wwtr1
WP_NOVEL_JUNDMP1_PATHWAY	0.180677311033734	0.71857356891814	5.04091954022989	1	25	Jun
ZEMEK_IMMUNE_CHECKPOINT_BLOCKADE_OVARIAN_CANCER_OVERLAP_UP	0.182686965058025	0.725528232659012	2.57189772460708	2	98	C4b Plek
WP_IL3_SIGNALING_PATHWAY	0.185540243563411	0.733959627883381	2.54591895971206	2	99	Kcnip3 Selp
BRACHAT_RESPONSE_TO_CAMPTOTHECIN_UP	0.187186106535726	0.733959627883381	4.84703801945181	1	26	Btg2
BRACHAT_RESPONSE_TO_METHOTREXATE_DN	0.187186106535726	0.733959627883381	4.84703801945181	1	26	Mt1
DELACROIX_RAR_TARGETS_DN	0.187186106535726	0.733959627883381	4.84703801945181	1	26	Plscr2
ZHENG_FOXP3_TARGETS_UP	0.187186106535726	0.733959627883381	4.84703801945181	1	26	Abcb1a
REACTOME_AZATHIOPRINE_ADME	0.187186106535726	0.733959627883381	4.84703801945181	1	26	Gstm2
REACTOME_CA_DEPENDENT_EVENTS	0.187186106535726	0.733959627883381	4.84703801945181	1	26	Pla2g4a
REACTOME_PLASMA_LIPOPROTEIN_REMODELING	0.187186106535726	0.733959627883381	4.84703801945181	1	26	Lpl
REACTOME_PREDNISONE_ADME	0.187186106535726	0.733959627883381	4.84703801945181	1	26	Abcb1a
ZEMEK_IMMUNE_CHECKPOINT_BLOCKADE_OVARIAN_CANCER_RENCA_UP	0.188399925547274	0.736641059101858	2.52045977011494	2	100	C4b Plek
REACTOME_CARDIAC_CONDUCTION	0.188399925547274	0.736641059101858	2.52045977011494	2	100	Kcnip3 Trpc1
MIKKELSEN_MEF_HCP_WITH_H3K27ME3	0.190801728886155	0.744984278516165	1.49265807028804	7	591	Dsg2 Lsr Matn4 Ppp1r16b Rbpjl Tacstd2 Tmem215
GAVIN_FOXP3_TARGETS_CLUSTER_P4	0.191265731908603	0.745748576025128	2.49550472288608	2	101	Alcam Arhgap29
OHGUCHI_LIVER_HNF4A_TARGETS_DN	0.192030439838634	0.747679031684504	1.98983666061706	3	190	Abat B3galt1 Perp
BYSTRYKH_HEMATOPOIESIS_STEM_CELL_SCP2_QTL_TRANS	0.193643490220447	0.747679031684504	4.66751809280545	1	27	Dhx40
GROSS_ELK3_TARGETS_UP	0.193643490220447	0.747679031684504	4.66751809280545	1	27	Ramp2
REACTOME_ACYL_CHAIN_REMODELLING_OF_PC	0.193643490220447	0.747679031684504	4.66751809280545	1	27	Pla2g4a
REACTOME_ACYL_CHAIN_REMODELLING_OF_PE	0.193643490220447	0.747679031684504	4.66751809280545	1	27	Pla2g4a
REACTOME_PLATELET_CALCIUM_HOMEOSTASIS	0.193643490220447	0.747679031684504	4.66751809280545	1	27	Trpc6
REACTOME_SUMOYLATION_OF_INTRACELLULAR_RECEPTORS	0.193643490220447	0.747679031684504	4.66751809280545	1	27	Pgr
REACTOME_PROTEIN_LOCALIZATION	0.197014621203858	0.759640287027358	2.44704832049994	2	103	Ldhd Prnp
BRUINS_UVC_RESPONSE_VIA_TP53_GROUP_D	0.197734526429767	0.759752222770392	1.74426281668854	4	289	B3galt1 Exoc6b Osmr Tmem176a
ABBUD_LIF_SIGNALING_1_DN	0.200049865851772	0.759752222770392	4.5008210180624	1	28	Alcam
WANG_ADIPOGENIC_GENES_REPRESSED_BY_SIRT1	0.200049865851772	0.759752222770392	4.5008210180624	1	28	Ndrg1
BIOCARTA_EGF_PATHWAY	0.200049865851772	0.759752222770392	4.5008210180624	1	28	Jun
BIOCARTA_FAS_PATHWAY	0.200049865851772	0.759752222770392	4.5008210180624	1	28	Jun
BIOCARTA_GH_PATHWAY	0.200049865851772	0.759752222770392	4.5008210180624	1	28	Ghr
BIOCARTA_GPCR_PATHWAY	0.200049865851772	0.759752222770392	4.5008210180624	1	28	Jun
BIOCARTA_TNFR1_PATHWAY	0.200049865851772	0.759752222770392	4.5008210180624	1	28	Jun
REACTOME_MAPK_TARGETS_NUCLEAR_EVENTS_MEDIATED_BY_MAP_KINASES	0.200049865851772	0.759752222770392	4.5008210180624	1	28	Jun
REACTOME_TURBULENT_OSCILLATORY_DISTURBED_FLOW_SHEAR_STRESS_ACTIVATES_SIGNALING_BY_PIEZO1_AND_INTEGRINS_IN_ENDOTHELIAL_CELLS	0.200049865851772	0.759752222770392	4.5008210180624	1	28	Itgb3
WP_MAPK_CASCADE	0.200049865851772	0.759752222770392	4.5008210180624	1	28	Jun
PLASARI_TGFB1_TARGETS_10HR_UP	0.204171551480245	0.771246858378613	1.92892329345531	3	196	Abcb1a Itgb3 Sema7a
RAMALHO_STEMNESS_UP	0.204171551480245	0.771246858378613	1.92892329345531	3	196	Abcb1b Fhl1 Ghr
GROSS_HYPOXIA_VIA_ELK3_AND_HIF1A_DN	0.205677136786727	0.771246858378613	2.37779223595749	2	106	Gadd45g Tmem176a
REACTOME_COMPLEMENT_CASCADE	0.205677136786727	0.771246858378613	2.37779223595749	2	106	C4b Clu
ZENG_GU_POST_ICB_METAGENE_39	0.206212452085283	0.771246858378613	1.91913180465605	3	197	Mmrn1 Muc13 Tacstd2
BERENJENO_ROCK_SIGNALING_NOT_VIA_RHOA_UP	0.206405634040895	0.771246858378613	4.34562029330163	1	29	Ndrg1
HEVNER_CORTEX_ROSTRAL_VENTRICULAR_ZONE	0.206405634040895	0.771246858378613	4.34562029330163	1	29	Pbx3
NABA_MATRISOME_METASTATIC_LUNG_LYMPH_NODE_METASTASIS	0.206405634040895	0.771246858378613	4.34562029330163	1	29	S100a6
WAKABAYASHI_ADIPOGENESIS_PPARG_BOUND_36HR	0.206405634040895	0.771246858378613	4.34562029330163	1	29	Mef2c
BIOCARTA_PDGF_PATHWAY	0.206405634040895	0.771246858378613	4.34562029330163	1	29	Jun
REACTOME_REPRODUCTION	0.206405634040895	0.771246858378613	4.34562029330163	1	29	Cd9
WP_MATRIX_METALLOPROTEINASES	0.206405634040895	0.771246858378613	4.34562029330163	1	29	Mmp14
NABA_ECM_REGULATORS	0.207526201070117	0.774393072449563	1.70878628482369	4	295	Mmp14 Serpinb6a Serpinb8 Tgm2
DARWICHE_SKIN_TUMOR_PROMOTER_DN	0.208258060558535	0.775043384675674	1.90943921978405	3	198	Mef2c Mt1 Trpc6
ZENG_GU_ICB_CONTROL_METAGENE_31_PRECICTIVE_ICB_RESISTANCE	0.208258060558535	0.775043384675674	1.90943921978405	3	198	Art4 Kcnip3 Ntf3
WP_WNT_SIGNALING_PATHWAY	0.211475238639172	0.778075150674802	2.33375904640272	2	108	Jun Sfrp1
MCBRYAN_PUBERTAL_BREAST_6_7WK_UP	0.212363017126612	0.778075150674802	1.89034482758621	3	200	Ehd3 Mef2c Stom
ZENG_GU_ICB_CONTROL_METAGENE_25_PRECICTIVE_ICB_RESPONSE	0.212363017126612	0.778075150674802	1.89034482758621	3	200	Cxcl16 Procr Tdrd9
ZENG_GU_ICB_CONTROL_METAGENE_3_PRECICTIVE_ICB_RESPONSE	0.212363017126612	0.778075150674802	1.89034482758621	3	200	Pla2g4a Thbd Vldlr
ZENG_GU_ICB_CONTROL_METAGENE_8_PRECICTIVE_ICB_RESPONSE	0.212363017126612	0.778075150674802	1.89034482758621	3	200	Cysltr2 Klrb1c Prcp
BERENJENO_TRANSFORMED_BY_RHOA_FOREVER_DN	0.212711192270809	0.778075150674802	4.2007662835249	1	30	Cavin2
KAMIKUBO_MYELOID_CEBPA_NETWORK	0.212711192270809	0.778075150674802	4.2007662835249	1	30	Prtn3
VILIMAS_NOTCH1_TARGETS_DN	0.212711192270809	0.778075150674802	4.2007662835249	1	30	Stom
WANG_RESPONSE_TO_BEXAROTENE_DN	0.212711192270809	0.778075150674802	4.2007662835249	1	30	Cpne8
BIOCARTA_DEATH_PATHWAY	0.212711192270809	0.778075150674802	4.2007662835249	1	30	Tnfsf10
WP_DOPAMINERGIC_NEUROGENESIS	0.212711192270809	0.778075150674802	4.2007662835249	1	30	Aldh1a1
WP_EICOSANOID_METABOLISM_VIA_CYCLOOXYGENASES_COX	0.212711192270809	0.778075150674802	4.2007662835249	1	30	Pla2g4a
WP_NUCLEAR_RECEPTORS_IN_LIPID_METABOLISM_AND_TOXICITY	0.212711192270809	0.778075150674802	4.2007662835249	1	30	Abcb1a
FOSTER_KDM1A_TARGETS_DN	0.218553371123133	0.789530582463343	1.86240869712927	3	203	Ampd3 Evc Tgm2
STARK_PREFRONTAL_CORTEX_22Q11_DELETION_UP	0.218553371123133	0.789530582463343	1.86240869712927	3	203	Ehd3 Mef2c Ptprk
GUILLAUMOND_KLF10_TARGETS_DN	0.218966934920589	0.789530582463343	4.06525769373378	1	31	Vmp1
THEODOROU_MAMMARY_TUMORIGENESIS	0.218966934920589	0.789530582463343	4.06525769373378	1	31	Pros1
BIOCARTA_AGR_PATHWAY	0.218966934920589	0.789530582463343	4.06525769373378	1	31	Jun
BIOCARTA_BCR_PATHWAY	0.218966934920589	0.789530582463343	4.06525769373378	1	31	Jun
BIOCARTA_IL1R_PATHWAY	0.218966934920589	0.789530582463343	4.06525769373378	1	31	Jun
REACTOME_EGFR_DOWNREGULATION	0.218966934920589	0.789530582463343	4.06525769373378	1	31	Ptprk
REACTOME_RIPK1_MEDIATED_REGULATED_NECROSIS	0.218966934920589	0.789530582463343	4.06525769373378	1	31	Tnfsf10
REACTOME_SIGNALING_BY_BMP	0.218966934920589	0.789530582463343	4.06525769373378	1	31	Bmpr1a
WP_GLUTATHIONE_AND_ONECARBON_METABOLISM	0.218966934920589	0.789530582463343	4.06525769373378	1	31	Gpx3
HALLMARK_BILE_ACID_METABOLISM	0.220202021156541	0.792955464786506	2.27068447758103	2	111	Abca4 Aldh1a1
REACTOME_PHASE_I_FUNCTIONALIZATION_OF_COMPOUNDS	0.223117881115341	0.80241618305388	2.2504105090312	2	112	Aldh1a1 Cyp26b1
REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS	0.224780961550422	0.803570788375842	1.83528624037496	3	206	Cysltr2 Lpar6 Trpc6
LIU_OVARIAN_CANCER_TUMORS_AND_XENOGRAFTS_KINASES_DN	0.22517325328949	0.803570788375842	3.9382183908046	1	32	Kdr
REACTOME_AMINO_ACID_TRANSPORT_ACROSS_THE_PLASMA_MEMBRANE	0.22517325328949	0.803570788375842	3.9382183908046	1	32	Slc6a15
REACTOME_FATTY_ACYL_COA_BIOSYNTHESIS	0.22517325328949	0.803570788375842	3.9382183908046	1	32	Acsl4
REACTOME_MOLECULES_ASSOCIATED_WITH_ELASTIC_FIBRES	0.22517325328949	0.803570788375842	3.9382183908046	1	32	Itgb3
WP_FATTY_ACID_BETAOXIDATION_STREAMLINED	0.22517325328949	0.803570788375842	3.9382183908046	1	32	Acsl4
SERVITJA_ISLET_HNF1A_TARGETS_DN	0.22603681397981	0.805127551365986	2.23049537178314	2	113	Hpgds Vldlr
IVANOVA_HEMATOPOIESIS_LATE_PROGENITOR	0.226188711372962	0.805127551365986	1.46822899229997	6	515	Cpne8 Gda Mt1 Plek Slc14a1 Tacstd2
REACTOME_IMMUNE_SYSTEM	0.228687460107601	0.812980996290447	1.22143147354487	17	1754	Ampd3 Asb4 C4b Cd63 Clu Dnm3 Ghr Jun Lamp2 Nckap1 Npdc1 Osmr Prcp Prtn3 Serpinb6a Stom Trpc1
REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES	0.231043268918618	0.814049226615168	1.80894241874278	3	209	Abat Chrna7 Gabra4
LIANG_HEMATOPOIESIS_STEM_CELL_NUMBER_SMALL_VS_HUGE_DN	0.231330535620857	0.814049226615168	3.81887843956809	1	33	S100a6
POS_HISTAMINE_RESPONSE_NETWORK	0.231330535620857	0.814049226615168	3.81887843956809	1	33	Jun
BIOCARTA_INTEGRIN_PATHWAY	0.231330535620857	0.814049226615168	3.81887843956809	1	33	Jun
BIOCARTA_MET_PATHWAY	0.231330535620857	0.814049226615168	3.81887843956809	1	33	Jun
REACTOME_RHO_GTPASES_ACTIVATE_WASPS_AND_WAVES	0.231330535620857	0.814049226615168	3.81887843956809	1	33	Nckap1
REACTOME_SIGNAL_AMPLIFICATION	0.231330535620857	0.814049226615168	3.81887843956809	1	33	Pla2g4a
WP_P38_MAPK_SIGNALING_PATHWAY	0.231330535620857	0.814049226615168	3.81887843956809	1	33	Pla2g4a
WP_ESC_PLURIPOTENCY_PATHWAYS	0.234809759441017	0.825101105762354	2.17281014665081	2	116	Bmpr1a Jun
